0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
(-8.354281446368252e-181-4.4192057796959616e-181j),(-1.5344889636903759e-179-8.117062539433704e-180j),(-2.7768916646508533e-178-1.4689061857437527e-178j),(-4.949899565005302e-177-2.6183729752240063e-177j),(-8.689132693991761e-176-4.596333708451521e-176j),(-1.5017508652225897e-174-7.943886192797704e-175j),(-2.5548070425645816e-173-1.3514289793788782e-173j),(-4.277134449740336e-172-2.2624970683799523e-172j),(-7.044928738945339e-171-3.7265909702177275e-171j),(-1.1413583321332509e-169-6.037499898043384e-170j),(-1.8183622524663356e-168-9.618681184332688e-169j),(-2.8480101482476588e-167-1.5065260834898168e-167j),(-4.3842327422151894e-166-2.319149384457499e-166j),(-6.631675791808045e-165-3.507990504792969e-165j),(-9.854071751389004e-164-5.212557311701258e-164j),(-1.437985452933534e-162-7.606583122100952e-163j),(-2.0602582004477894e-161-1.0898250203244997e-161j),(-2.8973282709860225e-160-1.532614135998974e-160j),(-3.998173356024339e-159-2.1149336321258443e-159j),(-5.4124118766424335e-158-2.863030411520444e-158j),(-7.185570714331122e-157-3.8009870549657337e-157j),(-9.352921741436938e-156-4.947461500087487e-156j),(-1.1932235588013137e-154-6.3118539653897534e-155j),(-1.491613170965054e-153-7.890260327613133e-154j),(-1.8265029241142166e-152-9.661743299761613e-153j),(-2.190194775429208e-151-1.1585582162119096e-151j),(-2.5710486311509847e-150-1.3600203732184618e-150j),(-2.95371494356326e-149-1.5624412744489814e-149j),(-3.3198751106215454e-148-1.7561308379316487e-148j),(-3.649493099069029e-147-1.9304905035701704e-147j),(-3.922494836629811e-146-2.0749015895792626e-146j),(-4.120703051800453e-145-2.1797487743058556e-145j),(-4.229783500454776e-144-2.2374496013895028e-144j),(-4.24092267686137e-143-2.243341946897981e-143j),(-4.1519704886307446e-142-2.1962884657734888e-142j),(-3.967847392709948e-141-2.0988919565832917e-141j),(-3.7001253203932767e-140-1.9572736813397237e-140j),(-3.3658252015404996e-139-1.7804372859092745e-139j),(-2.9856037838424326e-138-1.5793096727875102e-138j),(-2.5816010447052857e-137-1.3656023358645947e-137j),(-2.1752658608655433e-136-1.1506611940744744e-136j),(-1.7854630515640203e-135-9.444652646141537e-136j),(-1.4270951726191045e-134-7.548976265045692e-135j),(-1.1103657331583762e-133-5.873556806831027e-134j),(-8.406922312969091e-133-4.447051480540977e-133j),(-6.191731523895023e-132-3.275270998754481e-132j),(-4.4344218785658734e-131-2.345698181366336e-131j),(-3.087144655349907e-130-1.6330222522740757e-130j),(-2.0884157007959337e-129-1.1047196332339564e-129j),(-1.3723395231385967e-128-7.259332584486596e-129j),(-8.756596251136742e-128-4.632020241586404e-128j),(-5.423537139943524e-127-2.8689153973443527e-127j),(-3.259476678901311e-126-1.724181579308256e-126j),(-1.900096508050917e-125-1.0051034938509294e-125j),(-1.0740160041779021e-124-5.681275838764378e-125j),(-5.8843472120921085e-124-3.1126723915579487e-124j),(-3.1238046348975324e-123-1.6524144638652748e-123j),(-1.606251855223079e-122-8.496670273581659e-123j),(-7.997136074487233e-122-4.2302848172241533e-122j),(-3.853843532285557e-121-2.03858676790496e-121j),(-1.7969709182203768e-120-9.505526380365384e-121j),(-8.104479029156698e-120-4.2870665534788204e-120j),(-3.5342490907576333e-119-1.8695293077001842e-119j),(-1.4897365149449108e-118-7.880333286988563e-119j),(-6.067583556235708e-118-3.2095998312531687e-118j),(-2.3871044529200184e-117-1.2627185070079233e-117j),(-9.068460304722637e-117-4.796988520059393e-117j),(-3.325532472121329e-116-1.759123440562787e-116j),(-1.1768345483479733e-115-6.225160202217118e-116j),(-4.01753324229436e-115-2.1251745273899036e-115j),(-1.3226928818274706e-114-6.996714278372433e-115j),(-4.198383695612891e-114-2.220839890556872e-114j),(-1.2843977988681818e-113-6.794142874674758e-114j),(-3.786036715923259e-113-2.0027186592358047e-113j),(-1.075014674138641e-112-5.686558552892264e-113j),(-2.939461690466241e-112-1.5549016603157755e-112j),(-7.737983862998291e-112-4.0931997838571264e-112j),(-1.9605619452518815e-111-1.0370881966964993e-111j),(-4.779865675365334e-111-2.5284293035072984e-111j),(-1.1210538671614992e-110-5.930094360496158e-111j),(-2.5287739806801032e-110-1.3376581412425739e-110j),(-5.484882044651865e-110-2.9013653164884876e-110j),(-1.143676952350315e-109-6.049764818647206e-110j),(-2.2920679040095423e-109-1.2124465513737126e-109j),(-4.414211752594224e-109-2.3350075305813873e-109j),(-8.16767371018981e-109-4.320494957999352e-109j),(-1.4517292586356712e-108-7.679284414227407e-109j),(-2.478232553018889e-108-1.310922991048224e-108j),(-4.062557832553445e-108-2.1489914086834933e-108j),(-6.3943273792731106e-108-3.38243913532935e-108j),(-9.662058663538422e-108-5.1109871942645944e-108j),(-1.4014275963395974e-107-7.413201211052873e-108j),(-1.950965799188118e-107-1.0320120756177407e-107j),(-2.6065353430936793e-107-1.3787919556132273e-107j),(-3.341756195676781e-107-1.7677053842481548e-107j),(-4.1110294796836826e-107-2.1746316967830103e-107j),(-4.852482187663071e-107-2.566841620940897e-107j),(-5.495320979265656e-107-2.9068872516154384e-107j),(-5.970649477177044e-107-3.1583241296652395e-107j),(-6.22355544687717e-107-3.2921050574677456e-107j),(-6.22355544687717e-107-3.2921050574677456e-107j),(-5.970649477177044e-107-3.1583241296652395e-107j),(-5.495320979265656e-107-2.9068872516154384e-107j),(-4.852482187663071e-107-2.566841620940897e-107j),(-4.1110294796836826e-107-2.1746316967830103e-107j),(-3.341756195676781e-107-1.7677053842481548e-107j),(-2.6065353430936793e-107-1.3787919556132273e-107j),(-1.950965799188118e-107-1.0320120756177407e-107j),(-1.4014275963395974e-107-7.413201211052873e-108j),(-9.662058663538422e-108-5.1109871942645944e-108j),(-6.3943273792731106e-108-3.38243913532935e-108j),(-4.062557832553445e-108-2.1489914086834933e-108j),(-2.478232553018889e-108-1.310922991048224e-108j),(-1.4517292586356712e-108-7.679284414227407e-109j),(-8.16767371018981e-109-4.320494957999352e-109j),(-4.414211752594224e-109-2.3350075305813873e-109j),(-2.2920679040095423e-109-1.2124465513737126e-109j),(-1.143676952350315e-109-6.049764818647206e-110j),(-5.484882044651865e-110-2.9013653164884876e-110j),(-2.5287739806801032e-110-1.3376581412425739e-110j),(-1.1210538671614992e-110-5.930094360496158e-111j),(-4.779865675365334e-111-2.5284293035072984e-111j),(-1.9605619452518815e-111-1.0370881966964993e-111j),(-7.737983862998291e-112-4.0931997838571264e-112j),(-2.939461690466241e-112-1.5549016603157755e-112j),(-1.075014674138641e-112-5.686558552892264e-113j),(-3.786036715923259e-113-2.0027186592358047e-113j),(-1.2843977988681818e-113-6.794142874674758e-114j),(-4.198383695612891e-114-2.220839890556872e-114j),(-1.3226928818274706e-114-6.996714278372433e-115j),(-4.01753324229436e-115-2.1251745273899036e-115j),(-1.1768345483479733e-115-6.225160202217118e-116j),(-3.325532472121329e-116-1.759123440562787e-116j),(-9.06846030472212e-117-4.796988520059119e-117j),(-2.387104452919883e-117-1.2627185070078512e-117j),(-6.067583556235708e-118-3.2095998312531687e-118j),(-1.4897365149447415e-118-7.880333286987667e-119j),(-3.5342490907576333e-119-1.8695293077001842e-119j),(-8.104479029156698e-120-4.2870665534788204e-120j),(-1.7969709182203768e-120-9.505526380365384e-121j),(-3.853843532285557e-121-2.03858676790496e-121j),(-7.997136074486322e-122-4.2302848172236707e-122j),(-1.606251855223079e-122-8.496670273581659e-123j),(-3.1238046348975324e-123-1.6524144638652748e-123j),(-5.8843472120921085e-124-3.1126723915579487e-124j),(-1.0740160041779021e-124-5.681275838764378e-125j),(-1.900096508050917e-125-1.0051034938509294e-125j),(-3.259476678901311e-126-1.724181579308256e-126j),(-5.423537139943216e-127-2.8689153973441895e-127j),(-8.756596251136742e-128-4.632020241586404e-128j),(-1.372339523138518e-128-7.259332584486181e-129j),(-2.0884157007959337e-129-1.1047196332339564e-129j),(-3.0871446553497306e-130-1.6330222522739824e-130j),(-4.4344218785658734e-131-2.345698181366336e-131j),(-6.191731523895023e-132-3.275270998754481e-132j),(-8.406922312969091e-133-4.447051480540977e-133j),(-1.1103657331583762e-133-5.873556806831027e-134j),(-1.427095172618942e-134-7.548976265044833e-135j),(-1.7854630515640203e-135-9.444652646141537e-136j),(-2.1752658608655433e-136-1.1506611940744744e-136j),(-2.5816010447052857e-137-1.3656023358645947e-137j),(-2.9856037838420943e-138-1.579309672787331e-138j),(-3.3658252015404996e-139-1.7804372859092745e-139j),(-3.700125320393065e-140-1.9572736813396116e-140j),(-3.967847392709948e-141-2.0988919565832917e-141j),(-4.1519704886307446e-142-2.1962884657734888e-142j),(-4.24092267686137e-143-2.243341946897981e-143j),(-4.229783500454776e-144-2.2374496013895028e-144j),(-4.120703051799986e-145-2.1797487743056085e-145j),(-3.922494836629811e-146-2.0749015895792626e-146j),(-3.6494930990686123e-147-1.93049050356995e-147j),(-3.3198751106215454e-148-1.7561308379316487e-148j),(-2.95371494356326e-149-1.5624412744489814e-149j),(-2.5710486311506916e-150-1.360020373218307e-150j),(-2.1901947754289586e-151-1.1585582162117778e-151j),(-1.8265029241142166e-152-9.661743299761613e-153j),(-1.491613170965054e-153-7.890260327613133e-154j),(-1.1932235588013137e-154-6.3118539653897534e-155j),(-9.352921741435876e-156-4.947461500086924e-156j),(-7.185570714330307e-157-3.800987054965302e-157j),(-5.4124118766424335e-158-2.863030411520444e-158j),(-3.998173356024339e-159-2.1149336321258443e-159j),(-2.8973282709853623e-160-1.532614135998625e-160j),(-2.060258200447555e-161-1.0898250203243757e-161j),(-1.4379854529333704e-162-7.606583122100089e-163j),(-9.854071751389004e-164-5.212557311701258e-164j),(-6.631675791808045e-165-3.507990504792969e-165j),(-4.384232742214689e-166-2.3191493844572342e-166j),(-2.8480101482476588e-167-1.5065260834898168e-167j),(-1.8183622524663356e-168-9.618681184332688e-169j),(-1.1413583321332509e-169-6.037499898043384e-170j),(-7.044928738944536e-171-3.7265909702173028e-171j),(-4.2771344497398486e-172-2.2624970683796946e-172j),(-2.5548070425645816e-173-1.3514289793788782e-173j),(-1.5017508652225897e-174-7.943886192797704e-175j),(-8.689132693991761e-176-4.596333708451521e-176j),(-4.949899565004739e-177-2.6183729752237086e-177j),(-2.776891664650537e-178-1.4689061857435853e-178j),(-1.5344889636903759e-179-8.117062539433704e-180j),(-8.354281446368252e-181-4.4192057796959616e-181j)
(-1.5344889636903759e-179-8.117062539433704e-180j),(-2.8603832120337783e-178-1.513071124538193e-178j),(-5.253603950876681e-177-2.7790249937103188e-177j),(-9.505267808944465e-176-5.028048756617596e-176j),(-1.693733420725749e-174-8.959425858688635e-175j),(-2.9716500499548844e-173-1.5719284968192286e-173j),(-5.1323809683595157e-172-2.7149010701376076e-172j),(-8.723763612225689e-171-4.614652597394638e-171j),(-1.4589697652905173e-169-7.71758488215207e-170j),(-2.400148735089006e-168-1.2696186057804196e-168j),(-3.883023102091629e-167-2.0540220299755356e-167j),(-6.176332553304038e-166-3.267125328743969e-166j),(-9.656229788268856e-165-5.107903865142186e-165j),(-1.4834964012472904e-163-7.84732464741194e-164j),(-2.2389869496085916e-162-1.184368055097718e-162j),(-3.3188328029298777e-161-1.7555794832514395e-161j),(-4.83024243721792e-160-2.5550773496104246e-160j),(-6.900517084738081e-159-3.650200819727215e-159j),(-9.673893741771538e-158-5.117247654421067e-158j),(-1.330467275714186e-156-7.037838876123137e-157j),(-1.7945887679044604e-155-9.492925401440046e-156j),(-2.3733218731290856e-154-1.25542786727281e-154j),(-3.0764567050124285e-153-1.6273685940620914e-153j),(-3.907665766015807e-152-2.0670573823921307e-152j),(-4.8621110736521215e-151-2.5719350606206607e-151j),(-5.92434177698632e-150-3.1338285153337113e-150j),(-7.0668925499381235e-149-3.7382092764845886e-149j),(-8.249999535327168e-148-4.3640432589036044e-148j),(-9.422775478425027e-147-4.98441237853381e-147j),(-1.0526020920006075e-145-5.568001603191503e-146j),(-1.1496605934750076e-144-6.081416782507442e-145j),(-1.2273071553248585e-143-6.492147659966146e-144j),(-1.2801825558469788e-142-6.771845294156663e-143j),(-1.3043106823915252e-141-6.899477044371695e-142j),(-1.2975822802971453e-140-6.863885481393495e-141j),(-1.2600460712953669e-139-6.665328330986927e-140j),(-1.19395334643436e-138-6.315714359304673e-139j),(-1.1035405535483982e-137-5.837453315018467e-138j),(-9.945777338974472e-137-5.261067272167612e-137j),(-8.737498093594158e-136-4.621917794268158e-136j),(-7.47964211359065e-135-3.956543464645459e-135j),(-6.236865857474309e-134-3.2991459315176103e-134j),(-5.0639507665216685e-133-2.6787032061550575e-133j),(-4.002163728895358e-132-2.1170444394966465e-132j),(-3.077702372331586e-131-1.6280275208952054e-131j),(-2.3021212974247658e-130-1.2177645448566142e-130j),(-1.6743353469543417e-129-8.856814903723937e-130j),(-1.183618362655155e-128-6.26104488193151e-129j),(-8.129762927754586e-128-4.3004411029878756e-128j),(-5.423537139943216e-127-2.8689153973441895e-127j),(-3.512912151891212e-126-1.858242601097727e-126j),(-2.2083766569437154e-125-1.168175976445447e-125j),(-1.3469188157392889e-124-7.124863405079412e-125j),(-7.967341067727475e-124-4.2145240044093016e-124j),(-4.569099401564771e-123-2.4169392200903298e-123j),(-2.539421566493391e-122-1.3432904476315743e-122j),(-1.3673138406618272e-121-7.232747982099383e-122j),(-7.129738030003241e-121-3.7714529624334586e-121j),(-3.5991032130534556e-120-1.9038355151133185e-120j),(-1.7582255814815293e-119-9.300573246871161e-120j),(-8.309206876278496e-119-4.395362460322928e-119j),(-3.7974792224936316e-118-2.008771458808649e-118j),(-1.677758555861605e-117-8.874922822023314e-118j),(-7.163255367981765e-117-3.789182795294082e-117j),(-2.9545305731562225e-116-1.5628727220886674e-116j),(-1.1768345483479061e-115-6.225160202216763e-116j),(-4.525272586917148e-115-2.3937559321152e-115j),(-1.6793141741172455e-114-8.88315165322856e-115j),(-6.012215762207965e-114-3.1803116540535863e-114j),(-2.0759280291080016e-113-1.0981139674741267e-113j),(-6.910783057699873e-113-3.6556312624694417e-113j),(-2.217400188225864e-112-1.1729491986371262e-112j),(-6.8553565452030165e-112-3.626312024669406e-112j),(-2.041527724433079e-111-1.0799170673315292e-111j),(-5.854541455121669e-111-3.0969058921507207e-111j),(-1.6162892753205367e-110-8.549765713557775e-111j),(-4.294508016184322e-110-2.2716872501730943e-110j),(-1.097889972533352e-109-5.807563155774205e-110j),(-2.699863642928615e-109-1.4281602902434953e-109j),(-6.3848797280967275e-109-3.377441564329228e-109j),(-1.4517292586355057e-108-7.679284414226532e-109j),(-3.172770889854491e-108-1.6783163871252253e-108j),(-6.663682163488674e-108-3.524921074301089e-108j),(-1.3446798833662455e-107-7.113020013224804e-108j),(-2.6065353430936793e-107-1.3787919556132273e-107j),(-4.8524821876627946e-107-2.566841620940751e-107j),(-8.674413213828679e-107-4.5885474718699074e-107j),(-1.4887338506000517e-106-7.875029443568465e-107j),(-2.4525884474543783e-106-1.2973579010697098e-106j),(-3.877910589906122e-106-2.0513176389942165e-106j),(-5.884049584927381e-106-3.112514954237336e-106j),(-8.566538357308525e-106-4.531484372849588e-106j),(-1.1965621225794257e-105-6.32951413214237e-106j),(-1.6033253179205854e-105-8.481189623755936e-106j),(-2.0607514761988053e-105-1.090085950850227e-105j),(-2.540467640432304e-105-1.343843794562308e-105j),(-3.00370865332533e-105-1.5888866955839163e-105j),(-3.4059290133154587e-105-1.8016511985505324e-105j),(-3.703651926796708e-105-1.9591391678571225e-105j),(-3.8621600463201506e-105-2.042985995669136e-105j),(-3.8621600463201506e-105-2.042985995669136e-105j),(-3.703651926796708e-105-1.9591391678571225e-105j),(-3.4059290133154587e-105-1.8016511985505324e-105j),(-3.00370865332533e-105-1.5888866955839163e-105j),(-2.540467640432304e-105-1.343843794562308e-105j),(-2.0607514761988053e-105-1.090085950850227e-105j),(-1.6033253179205854e-105-8.481189623755936e-106j),(-1.1965621225794257e-105-6.32951413214237e-106j),(-8.566538357308525e-106-4.531484372849588e-106j),(-5.884049584927381e-106-3.112514954237336e-106j),(-3.877910589906122e-106-2.0513176389942165e-106j),(-2.4525884474543783e-106-1.2973579010697098e-106j),(-1.4887338505999672e-106-7.875029443568017e-107j),(-8.674413213828679e-107-4.5885474718699074e-107j),(-4.8524821876627946e-107-2.566841620940751e-107j),(-2.6065353430936793e-107-1.3787919556132273e-107j),(-1.3446798833662455e-107-7.113020013224804e-108j),(-6.663682163488674e-108-3.524921074301089e-108j),(-3.172770889854491e-108-1.6783163871252253e-108j),(-1.4517292586355057e-108-7.679284414226532e-109j),(-6.3848797280967275e-109-3.377441564329228e-109j),(-2.699863642928615e-109-1.4281602902434953e-109j),(-1.097889972533352e-109-5.807563155774205e-110j),(-4.294508016184322e-110-2.2716872501730943e-110j),(-1.6162892753205367e-110-8.549765713557775e-111j),(-5.854541455121669e-111-3.0969058921507207e-111j),(-2.041527724433079e-111-1.0799170673315292e-111j),(-6.8553565452030165e-112-3.626312024669406e-112j),(-2.217400188225864e-112-1.1729491986371262e-112j),(-6.910783057699873e-113-3.6556312624694417e-113j),(-2.0759280291080016e-113-1.0981139674741267e-113j),(-6.012215762207965e-114-3.1803116540535863e-114j),(-1.6793141741172455e-114-8.88315165322856e-115j),(-4.525272586916631e-115-2.3937559321149267e-115j),(-1.1768345483479061e-115-6.225160202216763e-116j),(-2.9545305731562225e-116-1.5628727220886674e-116j),(-7.163255367981765e-117-3.789182795294082e-117j),(-1.677758555861605e-117-8.874922822023314e-118j),(-3.7974792224936316e-118-2.008771458808649e-118j),(-8.309206876278022e-119-4.3953624603226784e-119j),(-1.7582255814815293e-119-9.300573246871161e-120j),(-3.5991032130530456e-120-1.903835515113101e-120j),(-7.129738030003241e-121-3.7714529624334586e-121j),(-1.3673138406616716e-121-7.232747982098562e-122j),(-2.539421566493391e-122-1.3432904476315743e-122j),(-4.569099401564512e-123-2.4169392200901924e-123j),(-7.967341067727475e-124-4.2145240044093016e-124j),(-1.3469188157392889e-124-7.124863405079412e-125j),(-2.2083766569437154e-125-1.168175976445447e-125j),(-3.51291215189101e-126-1.85824260109762e-126j),(-5.423537139943216e-127-2.8689153973441895e-127j),(-8.129762927754586e-128-4.3004411029878756e-128j),(-1.183618362655155e-128-6.26104488193151e-129j),(-1.6743353469543417e-129-8.856814903723937e-130j),(-2.3021212974247658e-130-1.2177645448566142e-130j),(-3.077702372331586e-131-1.6280275208952054e-131j),(-4.002163728895358e-132-2.1170444394966465e-132j),(-5.063950766521091e-133-2.678703206154753e-133j),(-6.236865857474309e-134-3.2991459315176103e-134j),(-7.47964211359065e-135-3.956543464645459e-135j),(-8.737498093594158e-136-4.621917794268158e-136j),(-9.945777338973342e-137-5.261067272167014e-137j),(-1.1035405535483982e-137-5.837453315018467e-138j),(-1.19395334643436e-138-6.315714359304673e-139j),(-1.2600460712953669e-139-6.665328330986927e-140j),(-1.2975822802971453e-140-6.863885481393495e-141j),(-1.3043106823915252e-141-6.899477044371695e-142j),(-1.2801825558469788e-142-6.771845294156663e-143j),(-1.2273071553247186e-143-6.492147659965406e-144j),(-1.1496605934750076e-144-6.081416782507442e-145j),(-1.0526020920004872e-145-5.568001603190865e-146j),(-9.422775478425027e-147-4.98441237853381e-147j),(-8.249999535327168e-148-4.3640432589036044e-148j),(-7.066892549937321e-149-3.7382092764841645e-149j),(-5.924341776985982e-150-3.1338285153335317e-150j),(-4.8621110736518455e-151-2.5719350606205145e-151j),(-3.907665766015807e-152-2.0670573823921307e-152j),(-3.0764567050124285e-153-1.6273685940620914e-153j),(-2.3733218731288143e-154-1.2554278672726664e-154j),(-1.7945887679042558e-155-9.492925401438961e-156j),(-1.330467275714186e-156-7.037838876123137e-157j),(-9.673893741771538e-158-5.117247654421067e-158j),(-6.900517084738081e-159-3.650200819727215e-159j),(-4.8302424372173694e-160-2.5550773496101337e-160j),(-3.3188328029298777e-161-1.7555794832514395e-161j),(-2.2389869496085916e-162-1.184368055097718e-162j),(-1.4834964012472904e-163-7.84732464741194e-164j),(-9.656229788268856e-165-5.107903865142186e-165j),(-6.176332553303333e-166-3.267125328743597e-166j),(-3.883023102091629e-167-2.0540220299755356e-167j),(-2.400148735089006e-168-1.2696186057804196e-168j),(-1.4589697652901855e-169-7.717584882150315e-170j),(-8.723763612224698e-171-4.614652597394114e-171j),(-5.1323809683583476e-172-2.7149010701369894e-172j),(-2.9716500499548844e-173-1.5719284968192286e-173j),(-1.693733420725749e-174-8.959425858688635e-175j),(-9.505267808944465e-176-5.028048756617596e-176j),(-5.253603950876083e-177-2.7790249937100027e-177j),(-2.8603832120337783e-178-1.513071124538193e-178j),(-1.5344889636903759e-179-8.117062539433704e-180j)
