0.6	15.267405569365252	15.267406003004867	15.267406663040882	15.267407851386347	15.267411278625284
0.61	15.013725094641027	15.013725543454317	15.013726226866892	15.013727458328695	15.013731020637053
0.62	14.768365174699657	14.768365638938604	14.768366346120084	14.768367621436921	14.768371321346102
0.63	14.530920263855563	14.530920743772285	14.530921475115349	14.53092279502688	14.530926635074135
0.64	14.301010908467488	14.301011404314238	14.30101216021191	14.301013525458812	14.301017508187728
0.65	14.078281668952759	14.078282180981944	14.07828296182761	14.078284373151611	14.078288501112604
0.6599999999999999	13.86239923850532	13.862399766969494	13.86240057315691	13.862402031300844	13.862406307051613
0.6699999999999999	13.65305073699585	13.653051282147723	13.653052114071027	13.653053619778868	13.653058045884853
0.6799999999999999	13.449942161198988	13.449942723291443	13.449943581345169	13.449945135362075	13.449949714396894
0.69	13.252796974790913	13.252797554076988	13.252798438656084	13.25280004172844	13.252804776274314
0.7	13.061354823546138	13.061355420279053	13.061356331778882	13.061357984654338	13.061362877302514
0.71	12.87537036288314	12.875370977316296	12.875371916132657	12.875373619560163	12.875378672911323
0.72	12.694612186401772	12.69461281878875	12.694613785317886	12.694615540047739	12.694620756712393
0.73	12.518861845356085	12.518862495950662	12.51886349058927	12.518865297373143	12.518870679972032
0.74	12.347912950140119	12.347913619196262	12.347914642341511	12.347916501932497	12.347922053096976
0.75	12.181570345855915	12.181571033627797	12.181572085677336	12.18157399882998	12.181579721202397
0.76	12.01964935490175	12.019650061643752	12.019651142995716	12.019653110466058	12.019659006700131
0.77	11.86197508028103	11.861975806247742	11.861976917300778	11.861978939846377	11.861985012607573
0.78	11.708381764003219	11.70838250944945	11.708383650602716	11.708385728982703	11.708391980948592
0.79	11.55871219553908	11.558712960719866	11.558714132373044	11.558716267348148	11.558722701208778
0.8	11.41281716581456	11.412817950985165	11.412819153538482	11.41282134587106	11.41282796432932
0.8099999999999999	11.270554962689081	11.270555768105002	11.270557001959231	11.270559252413316	11.270566058185286
0.82	11.131790904272979	11.131791730189956	11.131792995746432	11.13179530508776	11.131802300903082
0.83	10.996396906801868	10.996397753475888	10.996399051136521	10.99640142013257	10.996408608734793
0.84	10.864251084108107	10.864251951795406	10.864253281962691	10.864255711382715	10.86426309552966
0.85	10.735237376017055	10.73523826497413	10.73523962805116	10.73524211866622	10.735249701130334
0.86	10.609245203251747	10.60924611373536	10.609247510125833	10.60925006270884	10.609257846277545
0.87	10.48616914665849	10.486170078925666	10.486171509033905	10.48617412435965	10.486182111835706
0.88	10.365908648770422	10.365909603078464	10.365911067309419	10.365913746154611	10.365921940356472
0.8899999999999999	10.24836773590931	10.248368712515804	10.248370211275075	10.248372954418373	10.24838135818054
0.8999999999999999	10.1334547591903	10.133455758353117	10.133457292046957	10.133460100269007	10.133468716442387
0.9099999999999999	10.021082152941794	10.021083174919097	10.021084743954427	10.021087618037896	10.021096449490168
0.9199999999999999	9.91116620918548	9.911167254235727	9.91116885902015	9.911171799749763	9.911180849365737
0.9299999999999999	9.80362686694099	9.80362793532295	9.803629576264756	9.803632584427334	9.803641855109309
0.94	9.69838751522749	9.698388607200235	9.698390284708422	9.698393361092913	9.698402855761053
0.95	9.595374808731647	9.59537592455457	9.595377639038851	9.595380784436367	9.595390506029062
0.96	9.494518495199454	9.49451963513227	9.494521387003086	9.49452460220694	9.494534553681182
0.97	9.395751253688843	9.39575241799159	9.395754207660122	9.395757493465865	9.395767677797622
0.98	9.299008542892082	9.299009731825135	9.299011559703318	9.299014916908773	9.299025337093369
0.99	9.204228458802278	9.204229672626353	9.204231539126885	9.204234968532182	9.204245627584672
1.	9.111351601057608	9.111352840033765	9.111354745570123	9.111358247977742	9.111369148933305
1.01	9.020320947350836	9.020322211740487	9.020324156726938	9.020327732941743	9.020338878856066
1.02	8.931081735340584	8.931083025405501	8.93108501025711	8.931088661086385	8.931100055036058
1.03	8.843581351545671	8.843582667547988	8.843584692680642	8.843588418934125	8.843600064017043
1.04	8.757769226744285	8.757770568946508	8.757772634776916	8.757776437266845	8.7577883366026
1.05	8.67359673743713	8.67359810610214	8.673600213047855	8.673604092588997	8.673616249319297
1.06	8.591017112967362	8.591018508358427	8.591020656837852	8.591024614247548	8.591037031536619
1.07	8.509985347921385	8.50998677030216	8.509988960734567	8.509992996832764	8.510005677867776
1.08	8.430458119462651	8.430459569097186	8.430461801902723	8.430465917512022	8.430478865503504
1.0899999999999999	8.352393709276885	8.352395186429632	8.35239746202934	8.352401657975028	8.3524148761573
1.1	8.275751929830667	8.27575343476649	8.275755753582315	8.275760030692398	8.275773522324007
1.1099999999999999	8.20049405466743	8.2004955876516	8.20049795010641	8.200502309211668	8.200516077575822
1.12	8.126582752484698	8.126584313782915	8.126586720300502	8.126591162234519	8.12660521063954
1.13	8.053982024755074	8.053983614633465	8.05398606563857	8.05399059123777	8.054004923017539
1.1400000000000001	7.982657146670246	7.982658765395368	7.982661261313693	7.982665871417393	7.9826804899318144
1.15	7.91257461120295	7.9125762590418045	7.912578800300019	7.91258349575046	7.912598404385928
1.1600000000000001	7.84370207609619	7.843703753316227	7.843706340341989	7.843711121984378	7.843726324154247
1.17	7.776008313602241	7.776010020471362	7.776012653693327	7.776017522375882	7.776033021520945
1.18	7.709463162806167	7.709464899592737	7.709467579440575	7.709472536014565	7.709488335603545
1.19	7.644037484379878	7.644039251352728	7.6440419782571345	7.644047023576922	7.644063127106964
1.2	7.579703117623154	7.5797049150515905	7.579707689444303	7.579712824367384	7.579729235364561
1.21	7.516432839657671	7.516434667811482	7.516437490125293	7.516442715512342	7.516459437532163
